BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Cluster,PCA1,PCA2
1,5000,500,1 out of 2,Super Area,Vidyaranyapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
1,6000,400,3 out of 4,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9812446508180188,0.3424808617798845
2,30000,1100,2 out of 5,Super Area,Maruthi Sevanagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,0.07931551196590893,-0.08988363592678185
2,12000,650,2 out of 4,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.4638378747289542,-0.19090910640330475
2,15000,600,2 out of 3,Super Area,Ejipura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.4790138551034294,-0.10951763861053496
2,14000,800,1 out of 3,Super Area,Hongasandra,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.31892626257062984,-0.23132716563214828
1,22000,460,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.7859498423428284,0.6078678590948816
2,40000,1380,2 out of 9,Carpet Area,"Hal Layout, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.4064357642207237,-0.04925130800213962
1,12000,500,1 out of 3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8424741398491786,0.4019775743573985
2,15000,825,Ground out of 2,Super Area,Hulimavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.28875107442091524,-0.2257146394945637
2,9500,700,2 out of 6,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.4441444547619838,-0.2630389221892806
2,15000,1110,1 out of 2,Carpet Area,Subramanyapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.04775155222306391,-0.372897507281
2,15000,800,2 out of 4,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.30989138338563904,-0.2128038616185605
2,10000,810,Ground out of 2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.9673623961609331,-0.2099159112206555
4,15000,1150,Ground out of 3,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.8689090243480275,-1.3237299972757282
1,7000,700,3 out of 4,Super Area,Mailasandar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7185260640563425,0.20607483128143403
1,10000,300,2 out of 3,Super Area,CV Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.0296663699369506,0.4682171893382485
3,26969,1400,4 out of 14,Super Area,"Hoodi, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.5574089120647687,-0.8163791184086888
1,8000,450,2 out of 3,Carpet Area,Channasandra,Bangalore,Unfurnished,Bachelors,1,Contact Owner,0,-1.9208942745185895,0.3537059140550537
3,52000,1603,26 out of 32,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.9552202817378315,-0.4575578119977186
3,30000,1500,1 out of 1,Super Area,Ulsoor Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.048602126297142,-0.7112093138312718
1,6500,200,4 out of 4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-2.1458496829433136,0.45502873679470396
3,22000,1500,Ground out of 5,Super Area,J P Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,1.5970758332534447,-0.9600645275562193
1,10000,600,1 out of 3,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.775982662360265,0.31328785482621013
1,6000,150,3 out of 4,Super Area,Malleshwaram,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,0,-2.1926477404652567,0.4715886405399164
2,13000,750,Ground out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3702417596850683,-0.22402891389372967
2,18000,1300,Ground out of 4,Super Area,Basavanapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.14001943346380943,-0.41544950709786094
4,30000,1900,3 out of 5,Super Area,Bommanahalli,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,1,2.638641481064604,-1.4332037733520069
2,10000,300,Ground out of 4,Carpet Area,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.7778719586050692,-0.047204824166435566
1,15000,700,2 out of 4,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,0,-1.0254942901401862,0.25359248177389115
2,70000,1325,12 out of 16,Carpet Area,Koramangala Block 1,Bangalore,Semi-Furnished,Family,2,Contact Agent,2,0.6309734600480561,0.5348515237327013
2,19000,894,3 out of 4,Carpet Area,Amrutahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.19426430493831426,-0.18725517037798128
2,20000,1100,3 out of 4,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.011033279883999313,-0.27511667606265977
2,9000,600,1 out of 4,Super Area,Begur,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.5332231302133743,-0.2206574626920617
1,5000,500,Ground out of 2,Super Area,Vijayanagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
2,27500,1000,4 out of 4,Carpet Area,ITI Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.02783292185546335,-0.08454878445673857
2,16000,850,Ground out of 3,Super Area,Thambuchetty Palya,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2585758862712006,-0.22010211335697905
1,12000,400,3 out of 3,Carpet Area,"Pai Layout-Hulimavu, Hulimavu",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9270353757080738,0.4536206858614113
3,75000,2400,5 out of 14,Carpet Area,Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,3.4577282932242444,-0.5437861999884263
2,20000,1200,Ground out of 4,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.07352795597489584,-0.3267597875666725
1,7000,500,1 out of 2,Super Area,Varanasi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8876485357741328,0.30936105428945954
1,11000,550,Ground out of 2,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8092284011047217,0.35763271459180435
1,13500,450,Ground out of 4,Carpet Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.87120243900114,0.4555840861297866
1,17000,430,4 out of 5,Super Area,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.856492609025451,0.5307442724781465
3,55000,2430,4 out of 5,Super Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2.681646339845867,-0.8290764320951408
1,13000,500,4 out of 5,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,0,-1.2126865202279584,0.31983209675474106
2,11000,600,2 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.1359061122796221,-0.08294207304864092
2,16000,805,5 out of 6,Carpet Area,"Mallasandra, Jalahalli West",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.2966284424077035,-0.1968627131801733
2,23500,950,6 out of 8,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.10625305652487424,-0.13282044475908336
2,8500,1000,1 out of 1,Carpet Area,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors,2,Contact Agent,2,-0.19949562637028898,-0.43649156071490663
3,30000,1350,14 out of 14,Super Area,Mylasandra,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,1.5425130129450284,-0.7344134281914978
3,22000,1500,2 out of 4,Carpet Area,Rajarajeshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1,0.9763230928172153,-0.8593957459399741
2,15000,1000,1 out of 3,Carpet Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.14076891166784863,-0.316090084626586
3,15000,800,Ground out of 3,Super Area,Kithiganur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,0.9419030279462425,-0.7282258751232445
2,10000,1000,Ground out of 2,Carpet Area,Kamala Nagar,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2,-0.8066960480290323,-0.30803782307827976
2,12500,800,2 out of 3,Super Area,Nagondanahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.3324785813481161,-0.25911212165252995
3,24000,1550,1 out of 2,Carpet Area,Byrathi,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,1,1.6574262095528738,-0.9488394752810501
2,32000,1000,1 out of 5,Super Area,Guttahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.01282403447699535,-0.0011939163955934846
2,19000,800,1 out of 4,Super Area,whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.27375186664567575,-0.13871064556420928
1,9000,700,Ground out of 4,Super Area,"Bikasipura, kanakapura Road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,0,-1.7004563056863606,0.24312143930860963
2,5500,500,7 out of 10,Super Area,Laggere,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.6494064432197374,-0.2338459152356063
1,15000,500,2 out of 3,Carpet Area,"Hsr Layout Sector 3, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8153695022942062,0.4575474863981619
2,14000,900,1 out of 4,Super Area,"Seetharampalya, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.23436502671173465,-0.282970277136161
3,27000,1200,2 out of 3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,0.7678137811654837,-0.6118498913599968
2,14000,1000,1 out of 2,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.14980379085283946,-0.33461338864017376
3,43000,1680,4 out of 9,Carpet Area,Sarjapur Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent,1,1.9390185206842634,-0.6640327439780985
2,30000,1100,2 out of 5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,2,0.07931551196590893,-0.08988363592678185
2,50000,1200,1 out of 5,Carpet Area,Lavelle Road,Bangalore,Furnished,Bachelors,1,Contact Agent,2,-0.27617840891160894,0.32960811445720656
1,15000,900,1 out of 3,Carpet Area,"Manyata Residency, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,0,-0.8563718184223958,0.1503062587658656
3,25000,1600,3 out of 4,Carpet Area,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.7087417066673125,-0.9561377270194688
2,25500,1475,4 out of 9,Carpet Area,"Royal Lakefront Phase-3 North, JP Nagar Phase 8",Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2,0.35576319010430724,-0.36690017212797477
1,6000,300,1 out of 2,Super Area,Abbigere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.065805886676914,0.3941239732838973
1,5000,400,1 out of 2,Super Area,Vaderahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9902795300030096,0.32395755776629676
1,10000,550,1 out of 4,Super Area,Btm Layout,Bangalore,Semi-Furnished,Family,1,Contact Owner,0,-1.8182632802897125,0.33910941057821653
1,15000,400,1 out of 5,Super Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8999307381531014,0.5091905979021747
1,5000,500,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
3,17000,1200,2 out of 2,Super Area,"Maruthi Nagar-Yelahanka, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,1,1.298217729751805,-0.8977517131121199
2,14000,1300,2 out of 4,Super Area,"Chuchangatta Colony, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.10387991672384615,-0.4895427231522121
3,35000,2100,1 out of 2,Super Area,Srinivaspura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,2.221896677811696,-1.0291202444036547
2,35000,800,9 out of 10,Carpet Area,Ashok Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.7499465401220521,0.2583310002694406
2,16000,800,1 out of 4,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-0.9216092446368777,-0.09361177598872748
4,130000,4341,9 out of 15,Carpet Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,3,6.227021907315549,-0.942150505422424
2,35000,1300,3 out of 5,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.29361237960865344,-0.10055333886686842
1,10000,400,2 out of 2,Carpet Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9451051340780554,0.4165740778342357
2,12000,800,1 out of 3,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.3369960209406115,-0.26837377365932386
2,10500,1000,Ground out of 3,Super Area,Banashankari,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,-0.8021786084365368,-0.29877617107148585
1,8000,400,1 out of 5,Super Area,"Hennur, Hennur Bagalur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9631748924480372,0.3795274698070601
2,15000,1100,Ground out of 5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,2,-0.05620767580895344,-0.3677331961305988
2,25000,1200,4 out of 4,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.11870235189984996,-0.23414326749873354
2,9000,600,1 out of 2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.5332231302133743,-0.2206574626920617
2,30000,1700,Ground out of 3,Super Area,Sanjay Nagar Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.5866829271192802,-0.3997423049508584
2,22000,846,2 out of 4,Carpet Area,Ramachandrapuram Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.20774906059561146,-0.10689656481529176
2,14000,1100,1 out of 3,Super Area,Kyalasanahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.06524255499394424,-0.38625650014418655
2,12000,700,1 out of 2,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Family,1,Contact Owner,0,-1.0423099972357361,-0.11606188053906594
2,10000,110,1 out of 1,Carpet Area,Kengeri,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.93853830673697,0.05091708769118869
3,25000,900,Ground out of 1,Super Area,Kalyan Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.116813055655046,-0.5946359464913793
1,25000,420,17 out of 18,Carpet Area,Haralur Road,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.792669699131414,0.6840950157372501
2,16000,800,1 out of 4,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3008565042006482,-0.19428055760497268
3,60000,1500,3 out of 4,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.940401242283096,-0.2561789750398831
1,7000,900,3 out of 4,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.549403592338552,0.10278860827340842
3,21000,1600,1 out of 4,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.672602189927349,-1.03023094307382
1,19000,625,2 out of 4,Carpet Area,"Hsr Layout Sector 2, HSR Layout",Bangalore,Unfurnished,Bachelors,1,Contact Agent,0,-1.673528440730624,0.46708681307249716
4,42500,1760,1 out of 4,Carpet Area,Sun City Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,1,2.633191740674536,-1.1293621170765415
2,11000,600,Ground out of 3,Super Area,Nagarbhavi,Bangalore,Furnished,Bachelors,1,Contact Owner,0,-1.1359061122796221,-0.08294207304864092
2,18000,1200,3 out of 4,Super Area,Annapurneshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.05545819760491418,-0.3638063955938481
1,4300,300,2 out of 4,Super Area,Ragavendra Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.0811651812913983,0.3626343564607981
2,9000,900,2 out of 4,Super Area,Attiguppe,Bangalore,Furnished,Family,1,Contact Owner,0,-0.9002921630729183,-0.27491801558785484
1,7000,450,1 out of 2,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9299291537035803,0.33518261004146593
2,15000,1050,2 out of 2,Carpet Area,"Mcechs Layout, Jakkuru",Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.09848829373840103,-0.3419116403785924
1,4800,580,Ground out of 1,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8398762812939964,0.22729529625635608
2,15000,600,Ground out of 3,Carpet Area,Kalkere,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.4790138551034294,-0.10951763861053496
1,18000,550,3 out of 6,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.745984246809786,0.4872958426869189
2,22500,1115,1 out of 4,Super Area,"Abbiareddy Layout, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.02423810345731202,-0.2365548827542922
1,9500,300,2 out of 3,Carpet Area,Yemalur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.034183809529446,0.4589555373314546
2,12000,1200,1 out of 3,Carpet Area,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.0012489224949692468,-0.47494621967537487
1,9000,900,3 out of 5,Carpet Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.5313338339685703,0.13983521630058404
3,25000,1400,1 out of 7,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.539619234949522,-0.8528515040114432
1,9000,400,1 out of 3,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9541400132630462,0.3980507738206479
2,11000,900,3 out of 4,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.8822224047029366,-0.23787140756067923
1,12500,500,Ground out of 3,Super Area,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8379567002566832,0.4112392263641924
3,21000,1360,1 out of 4,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,0.8489024834297711,-0.805618693847944
3,17681,1110,3 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.6075126297675486,-0.73798976110901
3,28000,2400,3 out of 4,Super Area,Virupakshapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2.4123362310934464,-1.3137127070108074
3,30000,1700,19 out of 26,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.8384773384511617,-0.9151643184555425
2,25000,980,17 out of 19,Super Area,Mysore Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.06733236698971944,-0.12052842218990549
2,13000,600,1 out of 2,Super Area,Ramaswami Palya kammanhalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.49708361347341107,-0.1465642466377105
2,8000,200,2 out of 2,Carpet Area,"Mallathahalli, Outer Ring Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.880502952833946,-0.03260832068959848
3,35000,1300,3 out of 4,Carpet Area,Benson Town,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,0.9246540505043055,-0.5153065707553073
1,8000,750,Ground out of 3,Super Area,K R Puram,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.667210566941904,0.1987765795430154
2,10000,850,2 out of 4,Super Area,Cox Town,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.31278516138114554,-0.3312419374385058
1,11500,600,3 out of 4,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7624303435827788,0.3410728108465918
4,140000,3100,9 out of 22,Super Area,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,3,5.2679657621565665,-0.11602645152174794
2,6000,660,2 out of 3,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors,1,Contact Owner,0,-1.130343766689239,-0.20654446001898757
2,11000,600,1 out of 3,Carpet Area,Battarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.1359061122796221,-0.08294207304864092
1,4000,250,2 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.126156262976343,0.3828989210087282
2,14000,1200,Ground out of 2,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.0193186808649509,-0.4378996116481993
2,24000,630,2 out of 5,Carpet Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.3723315716808434,0.04169916406055137
2,11000,840,1 out of 3,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.9329591462182737,-0.20688554065827156
2,10000,500,Upper Basement out of 4,Carpet Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.2295022273235081,-0.049822265558216006
3,62000,1680,4 out of 15,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,1,2.1106812251990887,-0.3120899677199304
2,12000,775,2 out of 3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-0.9788890703415648,-0.15479421416707548
2,18000,1000,3 out of 4,Super Area,Basaveshwara Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.11366427411287618,-0.2605201725858226
2,17500,900,Ground out of 2,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.20274294956426678,-0.21813871308860378
1,6500,500,2 out of 5,Super Area,Aduru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8921659753666282,0.3000994022826657
1,16000,550,2 out of 5,Carpet Area,Chinnapanna Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.7640540051797677,0.4502492346597433
3,30000,1250,15 out of 18,Carpet Area,Begur Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.4579517770861332,-0.682770316687485
2,28000,850,2 out of 6,Carpet Area,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.15015733605131074,0.0021775348060744984
1,6500,150,1 out of 2,Super Area,"Subhash Nagar, Kengeri Satellite Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.188130300872761,0.48085029254671036
1,9000,445,1 out of 3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.9160874571265434,0.3748113736438422
2,8500,500,2 out of 3,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.6223018056647649,-0.17827600319484288
2,20000,750,2 out of 3,Carpet Area,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.30699760539013254,-0.09436578579861514
3,26000,2000,1 out of 2,Carpet Area,"Rbi Colony-Jayanagar, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.4352687888516547,-1.0435180874056869
1,8000,500,1 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.878613656589142,0.3278843583030473
1,8500,730,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.6796053745211874,0.2183668538506119
2,12500,750,1 out of 4,Super Area,Neelasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.37475919927756374,-0.2332905659005236
1,8000,600,3 out of 4,Super Area,Ramagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7940524207302468,0.2762412467990345
3,52000,2710,4 out of 7,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,2.891313162695801,-1.0292470563471399
2,18000,1190,3 out of 4,Carpet Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,2,0.047002074019024696,-0.35864208444344686
1,15000,435,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.8703343056024881,0.49111550887577027
2,12000,750,1 out of 3,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.37927663887005914,-0.2425522179073175
3,100000,1800,2 out of 4,Carpet Area,Bilal Nagar-Sagayapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.5554801172594144,0.3298238509915904
1,6000,1200,3 out of 5,Carpet Area,Lakshmipura,Bangalore,Furnished,Bachelors,1,Contact Owner,0,-1.3047547639468573,-0.07066403025221768
2,12000,600,2 out of 3,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.1268712330946313,-0.06441876903505314
1,6500,450,2 out of 2,Super Area,Mathikere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9344465932960757,0.3259209580346721
3,13500,1100,3 out of 5,Super Area,Kudlu Gate,Bangalore,Unfurnished,Family,3,Contact Owner,1,1.1820344167454417,-0.9109401656556645
1,10000,700,1 out of 1,Super Area,Nagarbhavi,Bangalore,Unfurnished,Bachelors,1,Contact Owner,0,-1.6914214265013698,0.26164474332219745
